shipment_id,tracking_number,ship_date,estimated_arrival,sender_company,sender_city,sender_country,exporter_id,destination_country,item_type,item_description,hs_code,hs_description,declared_value_usd,declared_value_local,local_currency,actual_value_usd,weight_kg,shipping_company,shipping_method,incoterm,documentation_status,missing_documents,duty_rate,duty_amount_usd,vat_rate,vat_amount_usd,processing_fee_usd,total_landed_cost_usd,compliance_issues,restricted_item,clearance_status
SHIP-7843DBDD,UPS1606026190,2025-03-01,2025-03-15,Texas Shipping LLC,Los Angeles,US,28-1848097,CA,Furniture,Wooden Table,9018.90,Medical instruments and appliances,904.22,1221.92,CAD,904.22,16.36,UPS,Air Freight,DAP,Complete,None,6.86,61.99,5,45.21,10.0,1021.42,Missing EORI number,No,Pending
SHIP-47BAD44A,CHI4313030854,2025-02-24,2025-03-01,Guangzhou Trade Co.,Shanghai,CN,73546795X,FR,Chemicals,Lubricant,9506.91,Gymnasium or athletics articles and equipment,873.57,808.86,EUR,873.57,6.91,ChinaPost,Postal Service,DAP,Incomplete,"Commercial Invoice, Certificate of Origin",6.98,60.96,20,174.71,10.0,1119.24,"Missing document: Commercial Invoice, Certificate of Origin; Incorrect weight declaration",No,Pending
SHIP-E38BD968,CHI1884055195,2025-02-23,2025-02-27,International Trading Co.,Milan,MX,MX-56BD827A62,GB,Chemicals,Industrial Solvent,6203.42,Men's trousers of cotton,570.62,452.87,GBP,944.03,4.35,ChinaPost,Express Courier,EXW,Complete,None,11.1,63.34,20,114.12,10.0,758.08,Undervalued declaration,Yes,Pending
SHIP-CE4A4040,CAN6107987455,2025-03-09,2025-03-15,Global Exports Ltd,Taipei,IN,IN-B8F9948897,US,Automotive Parts,Vehicle Engine,8708.29,Parts and accessories of motor vehicles,58.25,58.25,USD,58.25,14.57,Canada Post,Air Freight,DAP,Complete,None,0,0.0,0,0.0,0.0,58.25,No compliance issues detected,No,Under Review
SHIP-B382FE49,CAN8865592972,2025-02-24,2025-03-08,WorldWide Logistics,Taipei,MX,MX-DBCC80E253,CN,Textiles,Linen,4901.99,"Printed books, brochures and similar",478.09,3414.93,CNY,478.09,4.71,Canada Post,Express Courier,DAP,Complete,None,9.93,47.48,13,62.15,10.0,597.72,No compliance issues detected,No,Under Review
SHIP-ED5878F4,DHL4541923059,2025-02-20,2025-02-26,Shenzhen Tech Supply,Shenzhen,CN,29404346X,FR,Food Products,Packaged Tea,2106.90,Food preparations not elsewhere specified,816.77,756.27,EUR,816.77,2.01,DHL,Standard Courier,CIF,Complete,None,9.61,78.53,20,163.35,10.0,1068.66,Incorrect HS code,Yes,Pending
SHIP-BD83C8AF,CAN8266928570,2025-02-18,2025-02-27,WorldWide Logistics,Seoul,GB,GB532913451000,AU,Toys,Children's Board Game,9503.00,Toys; puzzles of all kinds,391.87,593.74,AUD,391.87,2.25,Canada Post,Express Courier,CPT,Complete,None,0,0.0,10,39.19,0.0,431.06,No compliance issues detected,No,Cleared
SHIP-21AA7108,AUS9677527732,2025-02-23,2025-03-07,Global Exports Ltd,Paris,IT,IT-83389DF9DD,AU,Chemicals,Lubricant,9503.00,Toys; puzzles of all kinds,796.24,1206.42,AUD,796.24,5.96,Australia Post,Postal Service,FCA,Complete,None,0,0.0,10,79.62,0.0,875.86,Restricted item: Chemicals requires special permits,Yes,Pending
SHIP-7B3397A3,USP6670806671,2025-02-11,2025-02-20,Cross-Border Shipping,Mexico City,TW,TW-3EB271A29E,FR,Apparel,H&M Jeans,6203.42,Men's trousers of cotton,525.61,486.68,EUR,525.61,0.43,USPS,Postal Service,DAP,Complete,None,9.61,50.49,20,105.12,10.0,691.22,No compliance issues detected,No,Cleared
SHIP-65DE1A6A,JAP8867380617,2025-03-01,2025-03-14,Cross-Border Shipping,Seoul,IT,IT-04A1B2BF8E,AU,Sporting Goods,Sports Golf Clubs,9506.91,Gymnasium or athletics articles and equipment,96.21,145.77,AUD,96.21,1.86,Japan Post,Express Courier,CPT,Incomplete,Packing List,0,0.0,10,9.62,0.0,105.83,Missing document: Packing List,No,Pending
SHIP-EBD26271,AUS6576555804,2025-02-25,2025-03-07,Shanghai Export Ltd,Hangzhou,CN,47799321X,FR,Books,Printed Textbook,4901.99,"Printed books, brochures and similar",812.72,752.52,EUR,812.72,2.07,Australia Post,Express Courier,FCA,Complete,None,4.56,37.07,20,162.54,10.0,1022.34,No compliance issues detected,No,Held
SHIP-4B0AEB46,CHI1403028109,2025-02-10,2025-02-17,Texas Shipping LLC,Miami,US,33-9601946,US,Cosmetics,Beauty Moisturizer,3304.99,Beauty or make-up preparations,701.99,701.99,USD,701.99,1.2,ChinaPost,Postal Service,DAP,Complete,None,0,0.0,0,0.0,0.0,701.99,No compliance issues detected,No,Cleared
SHIP-A64A29F4,JAP3000353324,2025-02-14,2025-02-23,WorldWide Logistics,Paris,IN,IN-EEF90EA155,US,Pharmaceuticals,Medical Tablets,3004.90,"Medicaments, packaged for retail sale",943.52,943.52,USD,943.52,1.79,Japan Post,Express Courier,CIF,Complete,None,1.38,13.0,0,0.0,10.0,966.52,Missing EORI number,Yes,Pending
SHIP-D723E2C0,AUS8340712791,2025-02-09,2025-02-12,German Precision GmbH,Hamburg,DE,DE89645308,FR,Textiles,Polyester,7113.19,"Jewelry and parts, of precious metal other than silver",80.23,74.29,EUR,80.23,13.45,Australia Post,Ocean Freight,CIF,Incomplete,Safety Certification,0,0.0,20,16.05,0.0,96.28,Missing document: Safety Certification,No,Pending
SHIP-C6EFC40B,UPS8583442600,2025-02-20,2025-03-04,International Trading Co.,Taipei,TW,TW-C8FD25522B,DE,Pharmaceuticals,Medical Liquid,3004.90,"Medicaments, packaged for retail sale",79.63,73.73,EUR,79.63,1.9,UPS,Express Courier,EXW,Incomplete,Export Declaration,0,0.0,19,15.13,0.0,94.76,Missing document: Export Declaration; Missing EORI number,Yes,Pending
SHIP-4E5AC99F,FED7029821835,2025-02-19,2025-02-24,Tokyo Trading Corp,Yokohama,JP,JP-D15CD887A4,CN,Cosmetics,Beauty Moisturizer,3304.99,Beauty or make-up preparations,344.91,2463.64,CNY,344.91,1.58,FedEx,Standard Courier,EXW,Incomplete,Export Declaration,3.02,10.41,13,44.84,10.0,410.16,Missing document: Export Declaration,No,Pending
SHIP-1A66625F,CAN2737992080,2025-03-09,2025-03-12,Global Exports Ltd,Milan,KR,KR-DAF29456BF,IN,Cosmetics,Beauty Foundation,3304.99,Beauty or make-up preparations,323.18,26931.67,INR,323.18,1.36,Canada Post,Standard Courier,DDP,Complete,None,0,0.0,18,58.17,0.0,381.35,No compliance issues detected,No,Cleared
SHIP-A7778A6A,UPS6177438331,2025-02-23,2025-02-27,International Trading Co.,Paris,KR,KR-339883536C,IN,Pharmaceuticals,Medical Liquid,3004.90,"Medicaments, packaged for retail sale",58.48,4873.33,INR,58.48,2.26,UPS,Postal Service,FOB,Complete,None,0,0.0,18,10.53,0.0,69.01,No compliance issues detected,No,Under Review
SHIP-E7614A1F,CAN3045016364,2025-03-07,2025-03-16,WorldWide Logistics,Taipei,MX,MX-2AF2F66702,US,Toys,Children's Board Game,9503.00,Toys; puzzles of all kinds,837.66,837.66,USD,837.66,1.95,Canada Post,Air Freight,EXW,Incomplete,"Import License, Safety Certification",7.7,64.51,0,0.0,10.0,912.17,"Missing document: Import License, Safety Certification",No,Pending
SHIP-BBAACFA9,ROY4529439116,2025-03-05,2025-03-20,Cross-Border Shipping,Mexico City,IT,IT-EEF101A281,AU,Medical Devices,Glucose Meter,9018.90,Medical instruments and appliances,814.15,1233.56,AUD,814.15,8.62,Royal Mail,Standard Courier,EXW,Complete,None,0,0.0,10,81.42,0.0,895.56,No compliance issues detected,No,Under Review
SHIP-21C639E9,CAN5662697896,2025-02-10,2025-02-16,International Trading Co.,Milan,KR,KR-5E58CC1602,IN,Cosmetics,Beauty Perfume,3304.99,Beauty or make-up preparations,959.32,79943.33,INR,959.32,0.89,Canada Post,Postal Service,CIP,Complete,None,0,0.0,18,172.68,0.0,1132.0,No compliance issues detected,No,Cleared
SHIP-494924D2,JAP1620153696,2025-02-08,2025-02-23,Cross-Border Shipping,Seoul,KR,KR-5A6AA2EDF3,BR,Toys,Children's Board Game,9503.00,Toys; puzzles of all kinds,493.95,2469.75,BRL,493.95,3.45,Japan Post,Express Courier,CIF,Complete,None,5.11,25.22,17,83.97,10.0,613.14,No compliance issues detected,No,Cleared
SHIP-870DA1C7,AUS9930770531,2025-03-06,2025-03-10,Texas Shipping LLC,Miami,US,34-7253947,CA,Pharmaceuticals,Medical Capsules,3004.90,"Medicaments, packaged for retail sale",115.43,155.99,CAD,115.43,0.12,Australia Post,Air Freight,EXW,Complete,None,0.15,0.17,5,5.77,10.0,131.37,No compliance issues detected,No,Under Review
SHIP-EE1F3F39,CHI2232856488,2025-02-22,2025-03-08,Global Exports Ltd,Paris,GB,GB869415248000,DE,Books,Printed Comic,4901.99,"Printed books, brochures and similar",147.89,136.94,EUR,147.89,4.93,ChinaPost,Express Courier,DAP,Complete,None,0,0.0,19,28.1,0.0,175.99,No compliance issues detected,No,Cleared
SHIP-95F6889B,UPS5516841247,2025-02-13,2025-02-23,Cross-Border Shipping,Paris,GB,GB977626041000,BR,Food Products,Packaged Cookies,2106.90,Food preparations not elsewhere specified,288.69,1443.45,BRL,445.1,3.09,UPS,Postal Service,DDP,Complete,None,5.28,15.24,17,49.08,10.0,363.01,Undervalued declaration,No,Pending
SHIP-EE0C70C3,AUS2503761795,2025-02-11,2025-02-19,Global Exports Ltd,Seoul,MX,MX-14CEF0FF68,US,Cosmetics,Beauty Foundation,3304.99,Beauty or make-up preparations,106.3,106.3,USD,106.3,0.17,Australia Post,Express Courier,DAP,Complete,None,0,0.0,0,0.0,0.0,106.3,No compliance issues detected,No,Cleared
SHIP-20405692,DEU7658502006,2025-02-08,2025-02-23,Cross-Border Shipping,Milan,TW,TW-7C5B9AC6E4,AU,Medical Devices,Glucose Meter,9018.90,Medical instruments and appliances,429.61,650.92,AUD,429.61,2.68,Deutsche Post,Air Freight,CIP,Complete,None,0,0.0,10,42.96,0.0,472.57,No compliance issues detected,No,Cleared
SHIP-1E6FC2BC,ROY2892476676,2025-02-28,2025-03-12,Global Exports Ltd,Mexico City,TW,TW-03DE00FA27,JP,Machinery,Compressor,8483.40,Gears and gearing for machinery,34.38,5131.34,JPY,34.38,19.65,Royal Mail,Ocean Freight,FOB,Complete,None,0,0.0,10,3.44,0.0,37.82,No compliance issues detected,No,Cleared
SHIP-B3ED0B30,ROY2946739629,2025-02-07,2025-02-18,Cross-Border Shipping,Milan,MX,MX-C159F4AFF4,CN,Pharmaceuticals,Medical Injection,3004.90,"Medicaments, packaged for retail sale",430.86,3077.57,CNY,732.32,1.44,Royal Mail,Postal Service,EXW,Complete,None,1.3,5.6,13,56.01,10.0,502.47,Undervalued declaration; Incorrect HS code,No,Pending
SHIP-6AFCFDC8,UPS4785372507,2025-02-27,2025-03-13,Tokyo Trading Corp,Nagoya,JP,JP-58185C72C9,CN,Chemicals,Cleaning Agent,9503.00,Toys; puzzles of all kinds,582.96,4164.0,CNY,969.52,3.49,UPS,Postal Service,FOB,Complete,None,9.43,54.96,13,75.78,10.0,723.7,Undervalued declaration,No,Pending
SHIP-33DA3ED1,DHL4913013434,2025-02-07,2025-02-16,WorldWide Logistics,Taipei,GB,GB432700522000,CA,Chemicals,Industrial Solvent,6203.42,Men's trousers of cotton,377.79,510.53,CAD,754.88,3.37,DHL,Ocean Freight,CIF,Complete,None,6.14,23.2,5,18.89,10.0,429.88,Undervalued declaration,No,Pending
SHIP-A2315CF8,CAN7375530049,2025-02-21,2025-03-01,Cross-Border Shipping,Taipei,KR,KR-C7A4DCA339,GB,Apparel,Nike T-shirt,6104.43,Women's dresses of synthetic fibers,847.78,672.84,GBP,847.78,0.53,Canada Post,Postal Service,CIF,Complete,None,8.05,68.23,20,169.56,10.0,1095.57,No compliance issues detected,No,Cleared
SHIP-4615E8C9,CAN2141866621,2025-03-04,2025-03-19,US Global Exports,Miami,US,30-5798567,BR,Automotive Parts,Vehicle Lights,8708.29,Parts and accessories of motor vehicles,724.43,3622.15,BRL,724.43,12.07,Canada Post,Ocean Freight,DDP,Complete,None,11.31,81.95,17,123.15,10.0,939.53,Incorrect HS code,No,Pending
SHIP-08976ECB,DEU6977203317,2025-02-13,2025-02-16,WorldWide Logistics,Milan,IT,IT-524FEE5509,GB,Toys,Children's Puzzle,9503.00,Toys; puzzles of all kinds,431.65,342.58,GBP,431.65,1.64,Deutsche Post,Ocean Freight,CIP,Incomplete,"Import License, Packing List",6.82,29.43,20,86.33,10.0,557.41,"Missing document: Import License, Packing List",No,Pending
SHIP-5FD454AD,USP4122616170,2025-03-06,2025-03-09,International Trading Co.,Taipei,GB,GB593731852000,CN,Sporting Goods,Sports Golf Clubs,9506.91,Gymnasium or athletics articles and equipment,627.29,4480.64,CNY,627.29,4.29,USPS,Express Courier,FOB,Complete,None,3.82,23.93,13,81.55,10.0,742.77,Incorrect HS code,No,Pending
SHIP-FFF09EEA,DHL8075466779,2025-03-02,2025-03-15,Cross-Border Shipping,London,GB,GB780847347000,DE,Textiles,Polyester,3004.90,"Medicaments, packaged for retail sale",683.06,632.46,EUR,683.06,11.81,DHL,Express Courier,FOB,Complete,None,12.37,84.49,19,129.78,10.0,907.33,No compliance issues detected,No,Cleared
SHIP-5B3C6D99,AUS7756362392,2025-03-08,2025-03-22,Global Exports Ltd,Seoul,MX,MX-2A381722AB,CN,Textiles,Wool,3004.90,"Medicaments, packaged for retail sale",367.59,2625.64,CNY,367.59,13.12,Australia Post,Standard Courier,DDP,Incomplete,Certificate of Origin,11.62,42.72,13,47.79,10.0,468.1,Missing document: Certificate of Origin,No,Pending
SHIP-F19C0DB4,CAN8624181098,2025-02-25,2025-03-11,International Trading Co.,Paris,KR,KR-BB5DF093E3,CN,Furniture,Wooden Table,9506.91,Gymnasium or athletics articles and equipment,368.18,2629.86,CNY,492.81,17.43,Canada Post,Postal Service,CIP,Complete,None,9.93,36.54,13,47.86,10.0,462.59,Undervalued declaration; Incorrect HS code,No,Pending
SHIP-69921FD8,DEU7706151572,2025-02-15,2025-02-26,American Distributors Inc,New York,US,13-2411483,DE,Apparel,Uniqlo Socks,6104.43,Women's dresses of synthetic fibers,958.42,887.43,EUR,958.42,0.94,Deutsche Post,Standard Courier,CIF,Complete,None,10.45,100.13,19,182.1,10.0,1250.65,No compliance issues detected,No,Held
SHIP-55750902,FED4233559805,2025-02-13,2025-02-27,International Trading Co.,Paris,IT,IT-05A0B0BE18,JP,Automotive Parts,Vehicle Transmission,8708.29,Parts and accessories of motor vehicles,87.71,13091.04,JPY,87.71,14.56,FedEx,Air Freight,EXW,Complete,None,0,0.0,10,8.77,0.0,96.48,Missing certificate of origin,No,Pending
SHIP-0EED2440,UPS2009621813,2025-03-03,2025-03-16,Munich Trading Group,Cologne,DE,DE77528798,BR,Food Products,Packaged Dried Fruits,2106.90,Food preparations not elsewhere specified,864.0,4320.0,BRL,864.0,3.23,UPS,Postal Service,CIP,Complete,None,7.04,60.8,17,146.88,10.0,1081.68,No compliance issues detected,No,Held
SHIP-F1C9B891,DEU8106876931,2025-02-12,2025-02-26,International Trading Co.,Milan,TW,TW-BD8A4CC2B4,AU,Electronics,LG Camera,8471.30,Portable computers weighing < 10kg,72.7,110.15,AUD,72.7,4.09,Deutsche Post,Express Courier,DAP,Complete,None,0,0.0,10,7.27,0.0,79.97,Missing commercial invoice,No,Pending
SHIP-7DDE72CB,CHI3379403920,2025-02-10,2025-02-18,Global Exports Ltd,Seoul,TW,TW-35807423BD,AU,Jewelry,Fashion Earrings,7113.19,"Jewelry and parts, of precious metal other than silver",95.3,144.39,AUD,121.31,0.2,ChinaPost,Air Freight,FOB,Incomplete,"Certificate of Origin, Import License",0,0.0,10,9.53,0.0,104.83,"Undervalued declaration; Missing document: Certificate of Origin, Import License",No,Pending
SHIP-2EA161CF,FED2660923411,2025-03-06,2025-03-09,Global Exports Ltd,Seoul,IN,IN-E1367446B8,US,Jewelry,Fashion Earrings,7113.19,"Jewelry and parts, of precious metal other than silver",163.07,163.07,USD,163.07,0.02,FedEx,Express Courier,EXW,Complete,None,0,0.0,0,0.0,0.0,163.07,No compliance issues detected,No,Under Review
SHIP-F35472F4,AUS4774345274,2025-02-22,2025-03-04,Global Exports Ltd,Seoul,IT,IT-E5EEFACB38,FR,Electronics,Lenovo Smartphone,8517.13,Smartphones,259.0,239.81,EUR,259.0,2.92,Australia Post,Express Courier,FCA,Incomplete,Export Declaration,2.35,6.08,20,51.8,10.0,326.88,Missing document: Export Declaration,No,Pending
SHIP-76B353D9,UPS9732039915,2025-03-03,2025-03-16,Cross-Border Shipping,London,TW,TW-2685E3B93A,JP,Toys,Children's Plush Toy,9503.00,Toys; puzzles of all kinds,217.99,32535.82,JPY,217.99,4.87,UPS,Postal Service,FOB,Complete,None,0,0.0,10,21.8,0.0,239.79,No compliance issues detected,No,Cleared
SHIP-401501B7,CAN8880413974,2025-02-14,2025-02-24,International Trading Co.,Taipei,KR,KR-D1F033B675,DE,Pharmaceuticals,Medical Injection,3004.90,"Medicaments, packaged for retail sale",227.81,210.94,EUR,227.81,0.78,Canada Post,Standard Courier,CIF,Incomplete,"Import License, Commercial Invoice",2.05,4.68,19,43.28,10.0,285.77,"Missing document: Import License, Commercial Invoice; Incorrect HS code",Yes,Pending
SHIP-EE486D39,CAN5539397740,2025-03-05,2025-03-10,California Trading Co.,Houston,US,83-5050360,FR,Machinery,Pump,8483.40,Gears and gearing for machinery,528.06,488.94,EUR,905.94,15.17,Canada Post,Express Courier,CIP,Complete,None,3.3,17.42,20,105.61,10.0,661.09,Undervalued declaration,No,Pending
SHIP-15C6DDB9,UPS6062725460,2025-02-18,2025-02-26,Global Exports Ltd,Seoul,IN,IN-1424D6442B,AU,Chemicals,Cleaning Agent,9018.90,Medical instruments and appliances,236.54,358.39,AUD,236.54,0.73,UPS,Standard Courier,EXW,Complete,None,0,0.0,10,23.65,0.0,260.19,No compliance issues detected,Yes,Pending
SHIP-FCBD1AFC,FED8892539939,2025-02-28,2025-03-06,WorldWide Logistics,Taipei,IT,IT-2C8C780A0E,BR,Textiles,Silk,6203.42,Men's trousers of cotton,267.74,1338.7,BRL,349.47,7.93,FedEx,Postal Service,CPT,Complete,None,10.29,27.56,17,45.52,10.0,350.82,Undervalued declaration; Missing commercial invoice,No,Pending
SHIP-491BE909,DEU9977411064,2025-03-08,2025-03-14,International Trading Co.,Milan,GB,GB639083902000,US,Furniture,Wooden Lamp,8483.40,Gears and gearing for machinery,982.3,982.3,USD,982.3,7.3,Deutsche Post,Express Courier,DAP,Complete,None,3.14,30.89,0,0.0,10.0,1023.19,Incorrect weight declaration,No,Pending
SHIP-DF9B012B,CHI7416367495,2025-02-12,2025-02-27,German Precision GmbH,Berlin,DE,DE96975444,BR,Furniture,Wooden Lamp,6104.43,Women's dresses of synthetic fibers,552.89,2764.45,BRL,552.89,17.62,ChinaPost,Postal Service,FCA,Complete,None,11.25,62.17,17,93.99,10.0,719.06,No compliance issues detected,No,Under Review
SHIP-730E9933,FED7538090662,2025-02-07,2025-02-11,Global Exports Ltd,Seoul,KR,KR-EFC5B80E76,DE,Automotive Parts,Vehicle Lights,8708.29,Parts and accessories of motor vehicles,922.43,854.1,EUR,922.43,9.71,FedEx,Ocean Freight,FCA,Complete,None,6.98,64.35,19,175.26,10.0,1172.04,Incorrect HS code,No,Pending
SHIP-46BFF3B0,JAP6159920757,2025-02-21,2025-02-25,Global Exports Ltd,Milan,MX,MX-E7BFB5E401,CN,Textiles,Denim,8471.30,Portable computers weighing < 10kg,758.0,5414.29,CNY,758.0,1.15,Japan Post,Ocean Freight,FCA,Complete,None,11.21,84.97,13,98.54,10.0,951.51,No compliance issues detected,No,Held
SHIP-57840406,UPS3157992306,2025-02-15,2025-02-18,Cross-Border Shipping,Milan,GB,GB881692595000,CA,Textiles,Wool,6203.42,Men's trousers of cotton,354.07,478.47,CAD,590.38,10.92,UPS,Standard Courier,CIP,Complete,None,11.77,41.67,5,17.7,10.0,423.45,Undervalued declaration,No,Pending
SHIP-B8FEF41B,ROY2081084062,2025-02-23,2025-02-27,WorldWide Logistics,Mexico City,IT,IT-9C7CD105E9,CA,Sporting Goods,Sports Yoga Mat,9506.91,Gymnasium or athletics articles and equipment,629.26,850.35,CAD,629.26,10.31,Royal Mail,Standard Courier,EXW,Incomplete,Import License,7.47,47.0,5,31.46,10.0,717.72,Missing document: Import License,No,Pending
SHIP-1068AC54,CHI2379655270,2025-02-14,2025-02-24,Kyoto Shipping Co.,Kyoto,JP,JP-5864A16DFF,DE,Furniture,Wooden Lamp,8708.29,Parts and accessories of motor vehicles,102.76,95.15,EUR,102.76,13.61,ChinaPost,Standard Courier,FOB,Incomplete,"Packing List, Import License",0,0.0,19,19.52,0.0,122.28,"Missing document: Packing List, Import License",No,Pending
SHIP-AD9091F9,DEU4931307507,2025-02-17,2025-02-25,Cross-Border Shipping,Mexico City,IT,IT-6C6B64B449,BR,Sporting Goods,Sports Basketball,9506.91,Gymnasium or athletics articles and equipment,478.31,2391.55,BRL,478.31,8.44,Deutsche Post,Express Courier,FOB,Complete,None,7.42,35.5,17,81.31,10.0,605.12,Missing certificate of origin,No,Pending
SHIP-A0A54AA4,CAN4620859811,2025-02-14,2025-02-27,International Trading Co.,Paris,KR,KR-114474C73E,AU,Machinery,Pump,8483.40,Gears and gearing for machinery,689.01,1043.95,AUD,689.01,14.5,Canada Post,Standard Courier,FCA,Complete,None,0,0.0,10,68.9,0.0,757.91,No compliance issues detected,No,Held
SHIP-5E395736,DHL2024629516,2025-03-01,2025-03-12,International Trading Co.,London,IT,IT-72AF534A91,AU,Machinery,Pump,8483.40,Gears and gearing for machinery,527.55,799.32,AUD,527.55,19.14,DHL,Postal Service,EXW,Complete,None,0,0.0,10,52.75,0.0,580.3,Incorrect weight declaration,No,Pending
SHIP-5176339A,UPS6374622324,2025-02-23,2025-03-05,Berlin Exports,Hamburg,DE,DE71340156,DE,Food Products,Packaged Chocolate,2106.90,Food preparations not elsewhere specified,292.17,270.53,EUR,373.38,1.16,UPS,Ocean Freight,CPT,Complete,None,5.17,15.11,19,55.51,10.0,372.8,Undervalued declaration; Incomplete description,No,Pending
SHIP-16AB4A06,CHI3618474276,2025-02-13,2025-02-28,WorldWide Logistics,Seoul,MX,MX-F6F425B6D9,US,Books,Printed Novel,4901.99,"Printed books, brochures and similar",122.49,122.49,USD,122.49,7.14,ChinaPost,Ocean Freight,FCA,Complete,None,0,0.0,0,0.0,0.0,122.49,No compliance issues detected,No,Cleared
SHIP-3381B4B0,DHL6633961929,2025-03-06,2025-03-16,Global Exports Ltd,London,IN,IN-CF2004571C,IN,Books,Printed Manual,4901.99,"Printed books, brochures and similar",129.35,10779.17,INR,129.35,7.08,DHL,Ocean Freight,DAP,Complete,None,0,0.0,18,23.28,0.0,152.63,No compliance issues detected,No,Cleared
SHIP-E84C0197,UPS4579131128,2025-02-21,2025-02-28,Japan Global Supply,Tokyo,JP,JP-9073FA6419,FR,Chemicals,Laboratory Reagent,9506.91,Gymnasium or athletics articles and equipment,79.87,73.95,EUR,79.87,9.38,UPS,Standard Courier,DDP,Complete,None,0,0.0,20,15.97,0.0,95.84,No compliance issues detected,No,Held
SHIP-7EA78E64,AUS7823710297,2025-02-10,2025-02-19,Kyoto Shipping Co.,Osaka,JP,JP-97CD47ABCE,GB,Sporting Goods,Sports Yoga Mat,9506.91,Gymnasium or athletics articles and equipment,430.4,341.59,GBP,430.4,2.64,Australia Post,Standard Courier,CIP,Complete,None,5.46,23.52,20,86.08,10.0,550.0,No compliance issues detected,No,Cleared
SHIP-254E123F,CHI9947289739,2025-02-27,2025-03-06,WorldWide Logistics,Paris,MX,MX-6318B3DCB8,GB,Textiles,Linen,3304.99,Beauty or make-up preparations,197.08,156.41,GBP,197.08,7.58,ChinaPost,Standard Courier,DDP,Incomplete,Import License,14.52,28.62,20,39.42,10.0,275.12,Missing document: Import License,No,Pending
SHIP-A510C7D6,UPS7887350167,2025-02-12,2025-02-20,WorldWide Logistics,London,IT,IT-F72F22CAB5,JP,Pharmaceuticals,Medical Cream,3004.90,"Medicaments, packaged for retail sale",920.05,137320.9,JPY,920.05,2.9,UPS,Express Courier,DDP,Complete,None,0,0.0,10,92.0,0.0,1012.05,No compliance issues detected,Yes,Pending
SHIP-AB66DFAA,FED3226562365,2025-03-03,2025-03-06,WorldWide Logistics,Milan,IT,IT-09037716D9,CN,Textiles,Denim,7113.19,"Jewelry and parts, of precious metal other than silver",189.27,1351.93,CNY,189.27,0.67,FedEx,Ocean Freight,FOB,Complete,None,12.65,23.94,13,24.61,10.0,247.82,No compliance issues detected,No,Cleared
SHIP-4BACC78D,JAP7694899057,2025-03-07,2025-03-17,Hamburg Logistics,Munich,DE,DE10817098,GB,Furniture,Wooden Chair,9503.00,Toys; puzzles of all kinds,561.9,445.95,GBP,916.27,27.09,Japan Post,Standard Courier,EXW,Complete,None,7.78,43.74,20,112.38,10.0,728.02,Undervalued declaration,No,Pending
SHIP-71268FE8,DHL5677244548,2025-03-07,2025-03-19,International Trading Co.,Taipei,GB,GB658784103000,CA,Books,Printed Novel,4901.99,"Printed books, brochures and similar",452.88,612.0,CAD,452.88,3.41,DHL,Air Freight,FOB,Complete,None,5.21,23.59,5,22.64,10.0,509.11,Incorrect weight declaration,No,Pending
SHIP-07070CA6,FED8868580608,2025-02-21,2025-03-04,Kyoto Shipping Co.,Nagoya,JP,JP-B8EF9A8D5B,FR,Toys,Children's Action Figure,9503.00,Toys; puzzles of all kinds,245.62,227.43,EUR,344.4,1.55,FedEx,Express Courier,FOB,Complete,None,5.97,14.66,20,49.12,10.0,319.41,Undervalued declaration,No,Pending
SHIP-3ABB38C8,USP9172116949,2025-02-16,2025-02-23,International Trading Co.,London,IN,IN-856A4309AB,BR,Sporting Goods,Sports Basketball,9506.91,Gymnasium or athletics articles and equipment,521.41,2607.05,BRL,782.14,10.49,USPS,Standard Courier,CPT,Complete,None,5.82,30.35,17,88.64,10.0,650.4,Undervalued declaration,No,Pending
SHIP-B3F16B9C,CHI9861872873,2025-02-24,2025-03-11,Shenzhen Tech Supply,Guangzhou,CN,20593074X,FR,Machinery,Compressor,8483.40,Gears and gearing for machinery,153.79,142.4,EUR,153.79,17.64,ChinaPost,Standard Courier,FCA,Incomplete,Safety Certification,4.89,7.53,20,30.76,10.0,202.07,Missing document: Safety Certification,No,Pending
SHIP-55430CB1,UPS9536916344,2025-02-19,2025-02-28,US Global Exports,New York,US,46-1308547,US,Automotive Parts,Vehicle Lights,8708.29,Parts and accessories of motor vehicles,990.13,990.13,USD,990.13,8.33,UPS,Express Courier,FCA,Complete,None,4.04,39.96,0,0.0,10.0,1040.09,No compliance issues detected,No,Under Review
SHIP-96F2455A,CHI6510762774,2025-02-15,2025-02-25,Osaka Exports Ltd,Yokohama,JP,JP-8B6BF0AA84,CA,Pharmaceuticals,Medical Tablets,3004.90,"Medicaments, packaged for retail sale",569.81,770.01,CAD,569.81,2.73,ChinaPost,Express Courier,FOB,Complete,None,0.7,3.97,5,28.49,10.0,612.27,No compliance issues detected,No,Cleared
SHIP-365F88F2,CHI4913604557,2025-03-04,2025-03-16,International Trading Co.,Paris,TW,TW-E7503D3D2D,CA,Apparel,Zara T-shirt,6203.42,Men's trousers of cotton,244.12,329.89,CAD,244.12,1.21,ChinaPost,Standard Courier,EXW,Incomplete,Certificate of Origin,10.63,25.94,5,12.21,10.0,292.27,Missing document: Certificate of Origin,No,Pending
